experiment_name,measurement_id,time_s,power_watts
random_mixed_20260612_004142,1,46.7,159.59
random_mixed_20260612_004142,1,46.8,159.54
random_mixed_20260612_004142,1,46.9,158.93
random_mixed_20260612_004142,1,47.0,158.94
random_mixed_20260612_004142,1,47.1,159.53
random_mixed_20260612_004142,1,47.2,159.74
random_mixed_20260612_004142,1,47.3,159.21
random_mixed_20260612_004142,1,47.4,159.21
random_mixed_20260612_004142,1,47.5,159.81
random_mixed_20260612_004142,1,47.6,160.02
random_mixed_20260612_004142,1,47.7,159.42
random_mixed_20260612_004142,1,47.8,159.59
random_mixed_20260612_004142,1,47.9,159.91
random_mixed_20260612_004142,1,48.0,160.68
random_mixed_20260612_004142,1,48.1,170.42
random_mixed_20260612_004142,1,48.2,163.62
random_mixed_20260612_004142,1,48.3,162.52
random_mixed_20260612_004142,1,48.4,161.36
random_mixed_20260612_004142,1,48.5,161.36
random_mixed_20260612_004142,1,48.6,161.75
random_mixed_20260612_004142,1,48.7,162.13
random_mixed_20260612_004142,1,48.8,164.88
random_mixed_20260612_004142,1,48.9,163.12
random_mixed_20260612_004142,1,49.0,162.74
random_mixed_20260612_004142,1,49.1,166.06
random_mixed_20260612_004142,1,49.2,163.73
random_mixed_20260612_004142,1,49.3,162.72
random_mixed_20260612_004142,1,49.4,159.21
random_mixed_20260612_004142,1,49.5,161.96
random_mixed_20260612_004142,1,49.6,159.1
random_mixed_20260612_004142,1,49.7,159.41
random_mixed_20260612_004142,1,49.8,159.43
random_mixed_20260612_004142,1,49.9,160.32
random_mixed_20260612_004142,1,50.0,161.29
random_mixed_20260612_004142,1,50.1,161.37
random_mixed_20260612_004142,1,50.2,160.68
random_mixed_20260612_004142,1,50.3,160.68
random_mixed_20260612_004142,1,50.4,161.93
random_mixed_20260612_004142,1,50.5,162.83
random_mixed_20260612_004142,1,50.6,160.6
random_mixed_20260612_004142,1,50.7,160.86
random_mixed_20260612_004142,1,50.8,162.04
random_mixed_20260612_004142,1,50.9,161.54
random_mixed_20260612_004142,1,51.0,161.94
random_mixed_20260612_004142,1,51.1,161.46
random_mixed_20260612_004142,1,51.2,161.25
random_mixed_20260612_004142,1,51.3,161.83
random_mixed_20260612_004142,1,51.4,162.25
random_mixed_20260612_004142,1,51.5,159.88
random_mixed_20260612_004142,1,51.6,161.44
random_mixed_20260612_004142,1,51.7,162.23
random_mixed_20260612_004142,1,51.8,162.23
random_mixed_20260612_004142,1,51.9,162.51
random_mixed_20260612_004142,1,52.0,162.04
random_mixed_20260612_004142,1,52.1,161.73
random_mixed_20260612_004142,1,52.2,162.82
random_mixed_20260612_004142,1,52.3,163.11
random_mixed_20260612_004142,1,52.4,161.25
random_mixed_20260612_004142,1,52.5,161.37
random_mixed_20260612_004142,1,52.6,162.23
random_mixed_20260612_004142,1,52.7,162.84
random_mixed_20260612_004142,1,52.8,161.55
random_mixed_20260612_004142,1,52.9,256.53
random_mixed_20260612_004142,1,53.0,261.86
random_mixed_20260612_004142,1,53.1,161.15
random_mixed_20260612_004142,1,53.2,160.44
random_mixed_20260612_004142,1,53.3,160.47
random_mixed_20260612_004142,1,53.4,160.76
random_mixed_20260612_004142,1,53.5,160.78
random_mixed_20260612_004142,1,53.6,161.3
random_mixed_20260612_004142,1,53.7,161.65
random_mixed_20260612_004142,1,53.8,160.46
random_mixed_20260612_004142,1,53.9,160.47
random_mixed_20260612_004142,1,54.0,160.96
random_mixed_20260612_004142,1,54.1,161.46
random_mixed_20260612_004142,1,54.2,160.66
random_mixed_20260612_004142,1,54.3,161.37
random_mixed_20260612_004142,1,54.4,161.37
random_mixed_20260612_004142,1,54.5,161.17
random_mixed_20260612_004142,1,54.6,160.98
random_mixed_20260612_004142,1,54.7,160.38
random_mixed_20260612_004142,1,54.8,394.39
random_mixed_20260612_004142,1,54.9,375.88
random_mixed_20260612_004142,1,55.0,398.96
random_mixed_20260612_004142,1,55.1,379.57
random_mixed_20260612_004142,1,55.2,376.85
random_mixed_20260612_004142,1,55.3,381.9
random_mixed_20260612_004142,1,55.4,380.16
random_mixed_20260612_004142,1,55.5,377.53
random_mixed_20260612_004142,1,55.6,374.12
random_mixed_20260612_004142,1,55.7,372.55
random_mixed_20260612_004142,1,55.8,389.86
random_mixed_20260612_004142,1,55.9,380.06
random_mixed_20260612_004142,1,56.0,370.64
random_mixed_20260612_004142,1,56.1,371.71
random_mixed_20260612_004142,1,56.2,373.27
random_mixed_20260612_004142,1,56.3,383.55
random_mixed_20260612_004142,1,56.4,378.44
random_mixed_20260612_004142,1,56.5,390.37
random_mixed_20260612_004142,1,56.6,386.77
random_mixed_20260612_004142,1,56.7,370.54
random_mixed_20260612_004142,1,56.8,377.53
random_mixed_20260612_004142,1,56.9,375.5
random_mixed_20260612_004142,1,57.0,378.22
random_mixed_20260612_004142,1,57.1,161.26
random_mixed_20260612_004142,1,57.2,161.27
random_mixed_20260612_004142,1,57.3,162.83
random_mixed_20260612_004142,1,57.4,162.72
random_mixed_20260612_004142,1,57.5,162.63
random_mixed_20260612_004142,1,57.6,162.73
random_mixed_20260612_004142,1,57.7,162.33
random_mixed_20260612_004142,1,57.8,162.65
random_mixed_20260612_004142,1,57.9,162.46
random_mixed_20260612_004142,1,58.0,161.86
random_mixed_20260612_004142,1,58.1,161.94
random_mixed_20260612_004142,1,58.2,162.44
random_mixed_20260612_004142,1,58.3,162.74
random_mixed_20260612_004142,1,58.4,162.13
random_mixed_20260612_004142,1,58.5,162.24
random_mixed_20260612_004142,1,58.6,162.94
random_mixed_20260612_004142,1,58.7,163.13
random_mixed_20260612_004142,1,58.8,162.24
random_mixed_20260612_004142,1,58.9,163.04
random_mixed_20260612_004142,1,59.0,163.31
